product-export-2025-09-09-184120
product_id;product_name;status;external_reference;short_description;description;slug;unit;minimum_quantity_to_order;supplier;hs_code;country_of_origin;meta_title;meta_description;brand;filter_tags;search_keywords;primary_category;categories;specifications;attributes;images;variant_image;sku;option_name_1;option_value_1;option_name_2;option_value_2;option_name_3;option_value_3;option_name_4;option_value_4;supplier_sku;weight;stock;gtin;stockplace;vat_percentage;price;compare_price;purchase_price;stock_price;always_orderable;package_size;dimension_width;dimension_height;dimension_length
63815;Tändspole Puch Korado;published;;;<p>Tändspole Puch Korado</p>;tandspole-puch-korado;st;1.0;;;;;;;;;Moped / Scooter kategorier > Tändning/Generator;"Moped / Scooter kategorier > Tändning/Generator; Moped / Scooter kategorier > Tändning/Generator";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/pr9b0EumEgmN9Rx1742389714.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/DgjQMaUgm5vM65z1742389714.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/LJyMuz1BQHoMW931742389715.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/08wH3UBddiRlqtA1742389715.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/T10YrAIAMCPPQMy1742389716.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/5O9GHkOzfoW8DUl1742389717.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/pr9b0EumEgmN9Rx1742389714.jpeg;550019527;;;;;;;;;;0;0.00;550019527;AD2-E14;25;287.2;0;12.91;145.24;;1;;;
63917;Styrlagerstats Yamaha DT50MX;published;;;"<p>Styrlagerstats Yamaha DT50MX</p>
<p>Yamaha DT50<br />Yamaha TY50<br />Yamaha RD50M</p>";styrlagerstats-yamaha-dt50mx;st;1.0;;;;;;;;;Moped / Scooter kategorier > Framgaffel/stötdämpare;"Moped / Scooter kategorier > Framgaffel/stötdämpare; Moped / Scooter kategorier > Framgaffel/stötdämpare";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/t5YVoZgBz3fETPR1742389826.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/raOQRmkyScEsEM41742389827.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/9S8Gp4P9OJXYAOD1742389827.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/BIAZ0BFuvl1GJaH1742389827.jpeg";;550014097;;;;;;;;;;130;3.00;550014097;AE2-H8;25;135.2;0;50.2;50.2;;1;;;
64042;Reedventil Yamaha FS1;published;;;<p>Reed Ventil Yamaha Fs1</p>;reedventil-yamaha-fs1;st;1.0;;;;;;;;;Moped / Scooter kategorier > Reedventil;Moped / Scooter kategorier > Reedventil;;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/1TFhMIJQGLlSefG1742390031.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/SXscFdGyHQO6tPJ1742390032.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/FbAZs7vDA2ETXps1742390033.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/rUpYNUO3LDKHCH71742390033.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/bABZs6kBPKvPEtq1742390034.jpeg";;55009910;;;;;;;;;;0;73.00;55009910;AA2-C7;25;127.2;0;50.2;50.2;;1;;;
64045;Dyna Puch Maxi svart;published;;;"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Dyna Puch Maxi Black </span></span><br /><br /><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Seat post diameter 30.5 mm </span></span></p>
<p> </p>";dyna-puch-maxi-svart;st;1.0;;;;;;;;;Moped / Scooter kategorier > Dyna / sadel;"Moped / Scooter kategorier > Dyna / sadel; Moped / Scooter kategorier > Dyna / sadel; Moped / Scooter kategorier > Dyna / sadel";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/dz4IectuFg3GGRt1742390035.jpeg;;55006341;;;;;;;;;;2000;1.00;55006341;AF2-B2;25;455.2;0;184.4;184.4;;1;;;
64150;Styre universal / Mcb / Honda / Gilera eco / Puch Korado svart;published;;;"<p>Universal högt styre som är standard för Korado och fler till  , men extra hög för flesta moppar</p>
<p> </p>";styre-universal-mcb-honda-gilera-eco-puch-korado-svart;st;1.0;;;;;;;;;Moped / Scooter kategorier > Styre/Handtag;"Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/GbNoQNQ7rYUjr5I1742390176.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/sclsYgtwk9daTbc1742390177.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/wkxKNXEk6X5qU7p1742390177.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/DXSVunxQAXwHWLm1742390178.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/YBs5UTZYbVGf7Jp1742390178.jpeg";;55007508;;;;;;;;;;1000;3.00;55007508;;25;180;0;52;52;;1;;;
64639;Avgassystem Yamaha DT50MX sport;published;;;"<p>Avgassystem Yamaha Dt50Mx Sport</p>
<p>Detta avgassystem passar på: </p>
<p>YAMAHA - DT50MX<br />YAMAHA - DT50R (LUFTKYLD)</p>";avgassystem-yamaha-dt50mx-sport;st;1.0;;;;;;;;;Moped / Scooter kategorier > Avgassystem;Moped / Scooter kategorier > Avgassystem;;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/IDY2q1yQnmmUbnq1742390555.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/oBVOjzpHj4VE0j91742390555.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/rsUpvlhl3jV5eT21742390556.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/YUwZ4ZvpyuTRjjg1742390556.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/IDY2q1yQnmmUbnq1742390555.jpeg;550011590;;;;;;;;;;1000;7.00;550011590;D2-I1;25;519.2;0;130.5;130.5;;1;;;
64918;Baklyse Piaggio Ciao / Gilera Eco;published;;;<p>Baklyse Piaggio Ciao/Gilera Eco</p>;baklyse-piaggio-ciao-gilera-eco;st;1.0;;;;;;;;;Moped / Scooter kategorier > Belysning / Blinkers;"Moped / Scooter kategorier > Belysning / Blinkers; Moped / Scooter kategorier > Belysning / Blinkers";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/SasZXIej4s3MviV1742390599.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/SzZcryOwU57VUlt1742390599.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/U1ZpaJ89Yl319fQ1742390600.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/8CdLVAWJdtio0SU1742390600.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/DM0lp6lTBwD5jMk1742390600.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/4YedBWA9YV8kzP11742390600.jpeg";;55001516;;;;;;;;;;0;0.00;55001516;L3-J9;25;199.2;0;110;110;;1;;;
65328;Cylinder Yamaha DT50MX / RD50MX 70cc 45mm Polini;published;;;"<p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Cylinder Yamaha Dt/Rd50Mx 70Cc 45Mm Polini</span></span></p>";cylinder-yamaha-dt50mx-rd50mx-70cc-45mm-polini;st;1.0;;;;;;;;;Moped / Scooter kategorier > Cylinder;Moped / Scooter kategorier > Cylinder;;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ScIFHWWdK9XytGR1742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/KXka7mtFxNHmoy31742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ovPBFraol84G7dE1742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/mnS16M98fZSaSSC1742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/wPP2whILaFWwi681742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/UAOftWhGQW6fGkf1742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/KkzJr5UwnBbn5Ya1742390721.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/GSz0E2uwb9adhuZ1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/qHxe5fCe0vqJgMw1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/fsuvV53ESR2XbWg1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ez7l9dUAmUiSLXc1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/QZuBJW652xlMZyW1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/P4D3yPCsUgC0WtK1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/9EaBmvQ74o8GV4p1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/SEZsqJIwmhNJdhG1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/O2q8qmKtPcUCEkk1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ds5UCj14MwGQgqH1742390722.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/w6XlkdhZqqYeIQC1742390723.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/O9DqE04YsGi20Pu1742390723.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/ScIFHWWdK9XytGR1742390721.jpeg;550017134;;;;;;;;;;2000;0.00;550017134;G1-C1;25;1916;0;1112;1251.04;;1;;;
65933;Insug Tomos Reed-Ventil 15mm;published;;;"<p>Trim insug Tomos reed-Ventil Nm 15Mm</p>
<p>Anslutning förgasare 18</p>
<p> </p>";insug-tomos-reed-ventil-15mm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Insug;Moped / Scooter kategorier > Insug;;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/YwrG3kI2K5xl7dU1742390849.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/0duRQTHBsjjg0qb1742390849.jpeg";;550023684;;;;;;;;;;70;4.00;550023684;AA1-G4;25;156;0;49.5;49.5;;1;;;
66760;Topplock Tomos A35 70cc 44mm;published;;;"<p>Topplock 44 mm Tomos för 70 cc cylindrar</p>
<p>Passar Tomos A35 Quadro mfl</p>";topplock-tomos-a35-70cc-44mm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Cylinder;"Moped / Scooter kategorier > Cylinder; Moped / Scooter kategorier > Cylinder";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/4A0bpMb2GExEeV71742391029.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/YbPAbKS3TE6Dtz91742391029.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/5e6u0BdZh25MHjg1742391029.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/4A0bpMb2GExEeV71742391029.jpeg;550023142;;;;;;;;;;1000;1.00;550023142;G6-H2;25;495.2;0;149.5;149.5;;1;;;
68589;Spegel Vänster Yamaha Neos 10mm;published;;;"<p>Spegel Vänster Yamaha Neos 10mm</p>
<p>OBS! Kolla så att denna spegel har samma gänga som er moped innan ni beställer!</p>";spegel-vanster-yamaha-neos-10mm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Styre/Handtag;"Moped / Scooter kategorier > Styre/Handtag; Moped / Scooter kategorier > Styre/Handtag";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/8ep4Eq14RsHmiHg1742391201.jpeg;;550011535;;;;;;;;;;0;2.00;550011535;Q5-D2;25;95.2;0;27.5;27.5;;1;;;
68668;Luftfilterburk Yamaha Aerox Minarelli H;published;;;"<p>Luftfilterburk Yamaha Aerox komplett</p>
<p>Passar till alla skotrar med horisontala Minarelli motorer</p>";luftfilterburk-yamaha-aerox-minarelli-h;st;1.0;;;;;;;;;Moped / Scooter kategorier > Filter;"Moped / Scooter kategorier > Filter; Moped / Scooter kategorier > Förgasare";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/R9nYvxYVBJYvX6p1742391218.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/1ibM7Q86dCiLDgn1742391218.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/sFubvfyfAYFM4f01742391218.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/sjWPh2J7yJkhbOz1742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/0T3izgbgYltH4fO1742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/nRxemyoCopY92Qy1742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/yEJk5zCVxYyKtZw1742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/mDMuHemAB51Hft51742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/uIbsBK5vGlnEi5b1742391220.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/mY47LQZXiDk17871742391220.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Pkh7fA4u28o54Gn1742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/eLWk13rHXWIZPEi1742391219.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/8whXiDYS3ewiezP1742391220.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/dLUEmnsNLE3cMbn1742391220.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/cpGDMYXR4lK9Jlm1742391220.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Q1DvzlNqlK4Xcui1742391220.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/R9nYvxYVBJYvX6p1742391218.jpeg;550013286;;;;;;;;;;0;1.00;550013286;X3-H1;25;156;0;27.9;27.9;;1;;;
70283;Vevaxel Tomos  3/4V 10 mm kolvbult;published;;;<p>Vevaxel Tomos 4Tl 4V</p>;vevaxel-tomos-34v-10-mm-kolvbult;st;1.0;;;;;;;;;Moped / Scooter kategorier > Vevaxel;"Moped / Scooter kategorier > Vevaxel; Moped / Scooter kategorier > Motordelar";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/zOiyrZWRySXBjUA1742391413.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/wq8E4WU5CbGWyB71742391413.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/WrIzg1BFDV9obOd1742391414.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/Lze5FT7rZEwJK6T1742391414.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/GmYc8eZRXFthw7c1742391414.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/aikZnTmtLpH9P951742391414.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/hMeeCyN1VkBZbeJ1742391414.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/npXs2XOXyQFzcRj1742391414.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/zOiyrZWRySXBjUA1742391413.jpeg;550016590;;;;;;;;;;1000;1.00;550016590;T2-E1;25;872;0;286.5;286.5;;1;;;
72566;Insugningsgummi Yamaha FS1 trim;published;;;<p>Insugningsgummi Yamaha Fs1 Trim</p>;insugningsgummi-yamaha-fs1-trim;st;1.0;;;;;;;;;Moped / Scooter kategorier > Filter;"Moped / Scooter kategorier > Drev / Kedja; Moped / Scooter kategorier > Filter";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/RbpzzUgOlSsUwL71742391637.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/hieSLmMXQQJdeuu1742391637.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/av75aDjUZQw6sfu1742391637.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/td0VWBW94VRQJbB1742391637.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/RbpzzUgOlSsUwL71742391637.jpeg;550018075;;;;;;;;;;40;3.00;550018075;X4-H1;25;49;0;1.92;21.22;;1;;;
72555;Stötdämpare kupolmutter sats Yamaha FS1;published;;;"<p>Stötdämpare kupolmutter sats Yamaha Fs1 1975</p>
<p>Yamaha nr. 901761000900</p><p>M12x1.25</p>";stotdampare-kupolmutter-sats-yamaha-fs1;st;1.0;;;;;;;;;Moped / Scooter kategorier > Framgaffel/stötdämpare;"Moped / Scooter kategorier > Olja; Moped / Scooter kategorier > Framgaffel/stötdämpare; Moped / Scooter kategorier > Framgaffel/stötdämpare; Moped / Scooter kategorier > Framgaffel/stötdämpare";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/zHHTXBJsiVMBeOE1742391635.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/e4hjvLHLdL5M8UK1742391635.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/XtuKn1WBzOyJGSE1742391635.jpeg";https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/zHHTXBJsiVMBeOE1742391635.jpeg;550011596;;;;;;;;;;0;6.00;550011596;R3-D2;25;20;0;9;9;;1;;;
72643;Oljepåfyllningsskruv Zündapp;published;;;"<p>Olje Tank Lock Zundapp</p>
<p>281-01.135</p>";oljepafyllningsskruv-zndapp;st;1.0;;;;;;;;;Moped / Scooter kategorier > Olja;"Moped / Scooter kategorier > Motordelar; Moped / Scooter kategorier > Motordelar; Moped / Scooter kategorier > Motordelar; Moped / Scooter kategorier > Motordelar; Moped / Scooter kategorier > Olja";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/9MUWuFLZvJCkJax1742391642.jpeg;;550023551;;;;;;;;;;10;24.00;550023551;AH5-J3;25;20;0;5.4;5.4;;1;;;
72830;Ljuddämpare Gummi 20X22X42 Polini;published;;;<p>Ljuddämpare Gummi 20X22X42 Polini</p>;ljuddampare-gummi-20x22x42-polini;st;1.0;;;;;;;;;Moped / Scooter kategorier > Avgassystem;"Moped / Scooter kategorier > Avgassystem; Moped / Scooter kategorier > Avgassystem; Moped / Scooter kategorier > Avgassystem";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/5zhIQRFPYYSiH3H1742391654.jpeg;;550026044;;;;;;;;;;0;0.00;550026044;;25;68;0;20.2;20.2;;1;;;
72845;Hastighetsmätarwire Yamaha DT50MX / DT80MX +  10cm;published;;;"<p>Hastighetsmätarwire Yamaha Dt50/80Mx+10cm</p>
<p>96cm</p>";hastighetsmatarwire-yamaha-dt50mx-dt80mx-10cm;st;1.0;;;;;;;;;Moped / Scooter kategorier > Vajrar;"Moped / Scooter kategorier > Hastighetsmätare; Moped / Scooter kategorier > Vajrar";;;"https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/QIDvp0FgIUx5f7X1742391656.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/xyXgHXBZvZ9vv4C1742391656.jpeg;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/TuFxH8DfxTDKtHz1742391656.jpeg";;55001604;;;;;;;;;;160;3.00;55001604;J5-A5;25;79.2;0;11;11;;1;;;
72883;Oljefilter fjäderGY6 / Kymco 4t / Peugeot 4t / SYM 4t;published;;;"<p>Oljefilter fjäder Gy6/Kymco 4 Takt</p>
<p>AGM Napoli 4t<br />AGM SP 50 china zip modell 4t 10inch<br />AGM Star 50 4t<br />AGM Star 50 Pimpstyle 4t<br />AGM NEW Flash 4t<br />AGM Joy 4t<br />AGM Retro 4t<br />AGM Swan<br />AGM Retro Extra 4t<br />AGM VX50 4t<br />AGM VX50 Pimpstyle 4t<br />AGM VX50 S 4t<br />AGM Retro Pimpstyle 4t<br />AGM GT 50 4t<br />AGM R8 4t<br />AGM Vintage 4t<br />Beeline Veloce 4t<br />Beeline Papillon 4t<br />Baotian Classic 4t lx modell<br />Baotian Rebel 4t 46cm kickstart kåpa (2008)<br />Baotian speedy 4t 10inch<br />Baotian speedy 4t 12inch<br />Baotian QTB-12 4t 12inch<br />Baotian Eagle 4t 12inch<br />Baotian Classico 4t<br />Baotian Rocky 4t<br />Baotian Tiger 4t<br />Bella Retro 4t 10inch<br />BTC Bravo 4t<br />BTC Classico 4t<br />BTC Beestreet 4t<br />BTC Bergamo 4t<br />BTC Riva 1 4t<br />BTC Riva 2 4t<br />BTC Riva 1 Sport 4t<br />BTC CEO 4t<br />BTC Legend Retro 4t<br />BTC Grande Retro gt2 4t<br />BTC Grande Retro Old 4t<br />BTC Grande Retro Old luxe 4t<br />BTC Grande Retro New luxe 4t<br />BTC Milano 4t<br />BTC Old Classic pico 4t<br />BTC Old Classic luxe pico 4t<br />BTC City 4t<br />BTC Streetline 4t (china zip modell)<br />BTC Roma 4t<br />BTC Bellagio 4t<br />BTC R8<br />BTC F35<br />BTC F22<br />Fosti Grande Retro 4t<br />IVA Retro Roma 4t<br />IVA Venice 4t<br />IVA Lux 50 4t<br />IVA Venti 4t<br />IVA Jet 4t<br />IVA Firenzo 4t<br />IVA Ibiza 4t<br />Kymco Agility 4t 10inch<br />Kymco Agility 4t 12inch<br />Kymco Agility FAT 12inch<br />Kymco Agility Delivery 4t 12inch<br />Kymco Agility carry 4t 12inch<br />Kymco Agility RS 50 4t 12inch<br />Kymco Agility FR 50 4t 12inch<br />Kymco Agility 4t 12inch euro3<br />Kymco Agility 16inch<br />Kymco Agility 16+ 4t city<br />Kymco Dink NEW 4t<br />Kymco Filly 4t<br />Kymco Like 4t 12inch<br />Kymco Like TT 50 4t 12inch<br />Kymco sento 4t 10inch<br />Kymco People S 4t 16inch<br />Kymco Super 8 4t<br />Kymco Super 8 street (v.a 2014)<br />Kymco Vitality 4t 12inch<br />Kymco VP 50 4t 10inch<br />Peugeot Django S 4t<br />Peugeot Django S 4t Heritage<br />Peugeot Django S 4t Evasion<br />Peugeot Django S 50cc 4t Sport<br />Peugeot Django S 4t Allure<br />Peugeot Kisbee 4T Sportline<br />Peugeot Kisbee 4T<br />Peugeot Kisbee Streetzone AIR 4T '12-&gt;<br />Peugeot tweet EVO '12<br />Peugeot tweet PRO Delivery 4t<br />Peugeot tweet RS '12 4t<br />Peugeot v-clic 4t<br />Pico retro 4t 10inch<br />Santini Soho 4t<br />Santini San Remo 4t<br />Santini Firenze Retro 4t<br />Santini Capri 4t<br />Sym Orbit 1 första modell motor<br />Sym Fiddle 1 första modell motor<br />TGB 104 4t<br />Turbho RL 50 4t (v.a 2009)<br />Turbho RP 50 4t<br />Turbho RS 50 4t<br />Turbho RM 50 4t<br />Turbho RB 50 4t<br />Turbho RL 50S 4t<br />Turbho RG 50 4t<br />Turbho CD 50 4t<br />Turbho CX 50 4t<br />Turbho CS 50 4t</p>";oljefilter-fjadergy6-kymco-4t-peugeot-4t-sym-4t;st;1.0;;;;;;;;;Moped / Scooter kategorier > Motordelar;"Moped / Scooter kategorier > Drev / Kedja; Moped / Scooter kategorier > Filter; Moped / Scooter kategorier > Motordelar";;;https://nycdn.nyehandel.se/store_f2366149-15ad-469a-9ecd-ed9f175d3e11/images/7WTmgnllQZwh3jp1742391658.jpeg;;550028200;;;;;;;;;;0;134.00;550028200;;25;15.2;0;2.5;2.5;;1;;;
